locus tag	organism	symbol	Gene ID	PFAM
SAOUHSC_00290	S. aureus NCTC8325	SAOUHSC_00290	3918971	PTS_EIIC_2
SAOUHSC_00291	S. aureus NCTC8325	SAOUHSC_00291	3918972	PfkB
SAOUHSC_00292	S. aureus NCTC8325	SAOUHSC_00292	3918973	Indigoidine_A
SAOUHSC_00293	S. aureus NCTC8325	SAOUHSC_00293	3918974	Nucleos_tra2_C
SAOUHSC_00294	S. aureus NCTC8325	SAOUHSC_00294	3918975	SSF
SAOUHSC_00295	S. aureus NCTC8325	SAOUHSC_00295	3918976	DHDPS
SAOUHSC_00296	S. aureus NCTC8325	SAOUHSC_00296	3918977	ROK
SAOUHSC_00297	S. aureus NCTC8325	SAOUHSC_00297	3918978	SIS
SAOUHSC_00298	S. aureus NCTC8325	SAOUHSC_00298	3919525	NanE
SAOUHSC_00299	S. aureus NCTC8325	SAOUHSC_00299	3919526	Gate
S92	S. aureus NCTC8325	S92		
SAOUHSC_00300	S. aureus NCTC8325	SAOUHSC_00300	3919527	YSIRK_signal
S93	S. aureus NCTC8325	S93		
S94	S. aureus NCTC8325	S94		
SAOUHSC_00301	S. aureus NCTC8325	SAOUHSC_00301	3919528	Abhydrolase_3
SAOUHSC_00302	S. aureus NCTC8325	SAOUHSC_00302	3919529	Oxidored_FMN
SAOUHSC_00303	S. aureus NCTC8325	SAOUHSC_00303	3919530	
S95	S. aureus NCTC8325	S95		
SAOUHSC_00304	S. aureus NCTC8325	SAOUHSC_00304	3919531	Bac_luciferase
SAOUHSC_00305	S. aureus NCTC8325	SAOUHSC_00305	3919532	GCV_H
SAOUHSC_00306	S. aureus NCTC8325	SAOUHSC_00306	3919533	Macro
SAOUHSC_00307	S. aureus NCTC8325	SAOUHSC_00307	3919534	
SAOUHSC_00308	S. aureus NCTC8325	SAOUHSC_00308	3919535	Lip_prot_lig_C
S97	S. aureus NCTC8325	S97		
S98	S. aureus NCTC8325	S98		
SAOUHSC_00309	S. aureus NCTC8325	SAOUHSC_00309	3919536	3Beta_HSD
SAOUHSC_00310	S. aureus NCTC8325	ulaA	3919537	EIIC-GAT
SAOUHSC_00311	S. aureus NCTC8325	SAOUHSC_00311	3919538	PTS_IIB
SAOUHSC_00312	S. aureus NCTC8325	SAOUHSC_00312	3919539	PTS_EIIA_2
SAOUHSC_00313	S. aureus NCTC8325	SAOUHSC_00313	3919540	PRD
SAOUHSC_00314	S. aureus NCTC8325	SAOUHSC_00314	3919541	MarR_2
S99	S. aureus NCTC8325	S99		
SAOUHSC_00315	S. aureus NCTC8325	SAOUHSC_00315	3919542	MatE
SAOUHSC_00316	S. aureus NCTC8325	SAOUHSC_00316	3919543	MepB
SAOUHSC_00317	S. aureus NCTC8325	SAOUHSC_00317	3919544	MFS_1
SAOUHSC_00318	S. aureus NCTC8325	SAOUHSC_00318	3919584	Glyoxalase
SAOUHSC_00319	S. aureus NCTC8325	SAOUHSC_00319	3919585	Bac_luciferase
SAOUHSC_00320	S. aureus NCTC8325	SAOUHSC_00320	3919586	FMN_red
SAOUHSC_00322	S. aureus NCTC8325	SAOUHSC_00322	3919587	Cons_hypoth698
SAOUHSC_00323	S. aureus NCTC8325	SAOUHSC_00323	3919588	
SAOUHSC_00324	S. aureus NCTC8325	SAOUHSC_00324	3919589	Acetyltransf_3
SAOUHSC_00325	S. aureus NCTC8325	SAOUHSC_00325	3919590	Peptidase_M75
SAOUHSC_00326	S. aureus NCTC8325	SAOUHSC_00326	3919591	Dyp_perox
SAOUHSC_00327	S. aureus NCTC8325	SAOUHSC_00327	3919592	FTR1
S100	S. aureus NCTC8325	S100		
SAOUHSC_00328	S. aureus NCTC8325	SAOUHSC_00328	3919593	TatC
S101	S. aureus NCTC8325	S101		
SAOUHSC_00329	S. aureus NCTC8325	SAOUHSC_00329	3919594	MttA_Hcf106
S102	S. aureus NCTC8325	S102		
SAOUHSC_00330	S. aureus NCTC8325	SAOUHSC_00330	3919595	DUF1398
S103	S. aureus NCTC8325	S103		
SAOUHSC_00331	S. aureus NCTC8325	SAOUHSC_00331	3919596	HTH_3
SAOUHSC_00332	S. aureus NCTC8325	SAOUHSC_00332	3919597	DUF3169
SAOUHSC_00333	S. aureus NCTC8325	SAOUHSC_00333	3919598	ABC_tran
SAOUHSC_00334	S. aureus NCTC8325	SAOUHSC_00334	3919599	ABC2_membrane_5
SAOUHSC_00335	S. aureus NCTC8325	SAOUHSC_00335	3919600	LtrA
S104	S. aureus NCTC8325	S104		
SAOUHSC_A00332	S. aureus NCTC8325	SAOUHSC_A00332	3921676	
SAOUHSC_00336	S. aureus NCTC8325	SAOUHSC_00336	3919601	Thiolase_N
S105	S. aureus NCTC8325	S105		
SAOUHSC_00337	S. aureus NCTC8325	SAOUHSC_00337	3919602	Cyclase
SAOUHSC_00338	S. aureus NCTC8325	SAOUHSC_00338	3921812	Meth_synt_2
SAOUHSC_00339	S. aureus NCTC8325	SAOUHSC_00339	3921813	S-methyl_trans
SAOUHSC_00340	S. aureus NCTC8325	SAOUHSC_00340	3921814	Cys_Met_Meta_PP
SAOUHSC_00341	S. aureus NCTC8325	SAOUHSC_00341	3921815	Cys_Met_Meta_PP
S106	S. aureus NCTC8325	S106		
SAOUHSC_00342	S. aureus NCTC8325	SAOUHSC_00342	3921816	ParBc
S107	S. aureus NCTC8325	S107		
SAOUHSC_00344	S. aureus NCTC8325	SAOUHSC_00344	3921817	MS_channel
SAOUHSC_00345	S. aureus NCTC8325	SAOUHSC_00345	3921818	DUF951
SAOUHSC_00346	S. aureus NCTC8325	SAOUHSC_00346	3921819	YchF-GTPase_C
SAOUHSC_00347	S. aureus NCTC8325	SAOUHSC_00347	3921820	DUF3741
S108	S. aureus NCTC8325	S108		
SAOUHSC_00348	S. aureus NCTC8325	rpsF	3921821	Ribosomal_S6
SAOUHSC_00349	S. aureus NCTC8325	SAOUHSC_00349	3921822	SSB
SAOUHSC_00350	S. aureus NCTC8325	rpsR	3921823	Ribosomal_S18
S109	S. aureus NCTC8325	S109		
SAOUHSC_00351	S. aureus NCTC8325	SAOUHSC_00351	3921824	Abi_2
SAOUHSC_00352	S. aureus NCTC8325	SAOUHSC_00352	3921825	Phage_integrase
SAOUHSC_00353	S. aureus NCTC8325	SAOUHSC_00353	3921826	Phage_integrase
SAOUHSC_00354	S. aureus NCTC8325	SAOUHSC_00354	3921827	Stap_Strp_tox_C
SAOUHSC_00355	S. aureus NCTC8325	SAOUHSC_00355	3921828	DUF1093
S110	S. aureus NCTC8325	S110		
SAOUHSC_00356	S. aureus NCTC8325	SAOUHSC_00356	3921829	PepSY
S111	S. aureus NCTC8325	S111		
S112	S. aureus NCTC8325	S112		
SAOUHSC_00357	S. aureus NCTC8325	SAOUHSC_00357	3921830	HTH_31
S113	S. aureus NCTC8325	S113		
SAOUHSC_00358	S. aureus NCTC8325	SAOUHSC_00358	3921831	Transgly_assoc
SAOUHSC_A00354	S. aureus NCTC8325	SAOUHSC_A00354	3921677	
SAOUHSC_00359	S. aureus NCTC8325	SAOUHSC_00359	3919779	His_Phos_1
SAOUHSC_00360	S. aureus NCTC8325	SAOUHSC_00360	3919780	Herpes_LMP1
SAOUHSC_00362	S. aureus NCTC8325	SAOUHSC_00362	3919781	DUF1748
S114	S. aureus NCTC8325	S114		
SAOUHSC_00363	S. aureus NCTC8325	SAOUHSC_00363	3919782	
SAOUHSC_00364	S. aureus NCTC8325	SAOUHSC_00364	3919783	Pyr_redox_2
SAOUHSC_00365	S. aureus NCTC8325	SAOUHSC_00365	3919784	AhpC-TSA
S115	S. aureus NCTC8325	S115		
SAOUHSC_00366	S. aureus NCTC8325	SAOUHSC_00366	3919785	Nitroreductase
SAOUHSC_00367	S. aureus NCTC8325	SAOUHSC_00367	3919786	SDF
S116	S. aureus NCTC8325	S116		
SAOUHSC_00368	S. aureus NCTC8325	SAOUHSC_00368	3919787	
S117	S. aureus NCTC8325	S117		
SAOUHSC_00369	S. aureus NCTC8325	SAOUHSC_00369	3919788	Med9
S118	S. aureus NCTC8325	S118		
SAOUHSC_00370	S. aureus NCTC8325	SAOUHSC_00370	3919789	
S119	S. aureus NCTC8325	S119		
SAOUHSC_00371	S. aureus NCTC8325	SAOUHSC_00371	3919790	YflT
S120	S. aureus NCTC8325	S120		
SAOUHSC_00372	S. aureus NCTC8325	SAOUHSC_00372	3919791	Pribosyltran
SAOUHSC_00373	S. aureus NCTC8325	SAOUHSC_00373	3919792	Xan_ur_permease
SAOUHSC_00374	S. aureus NCTC8325	SAOUHSC_00374	3919793	IMPDH
SAOUHSC_00375	S. aureus NCTC8325	guaA	3919794	GATase
S121	S. aureus NCTC8325	S121		
SAOUHSC_00376	S. aureus NCTC8325	SAOUHSC_00376	3919795	
S122	S. aureus NCTC8325	S122		
SAOUHSC_00377	S. aureus NCTC8325	SAOUHSC_00377	3919796	PemK_toxin
SAOUHSC_00378	S. aureus NCTC8325	SAOUHSC_00378	3919797	HTH_Tnp_1
SAOUHSC_00381a	S. aureus NCTC8325	SAOUHSC_00381a	16830698	
SAOUHSC_00381	S. aureus NCTC8325	SAOUHSC_00381	3919118	DUF1304
SAOUHSC_00382	S. aureus NCTC8325	SAOUHSC_00382	3919119	NAD_binding_10
SAOUHSC_00383	S. aureus NCTC8325	SAOUHSC_00383	3919120	SSL_OB
SAOUHSC_00384	S. aureus NCTC8325	SAOUHSC_00384	3919121	SSL_OB
SAOUHSC_00386	S. aureus NCTC8325	SAOUHSC_00386	3919122	SSL_OB
SAOUHSC_00387	S. aureus NCTC8325	SAOUHSC_00387	3919123	
SAOUHSC_00389	S. aureus NCTC8325	SAOUHSC_00389	3919124	SSL_OB
SAOUHSC_00390	S. aureus NCTC8325	SAOUHSC_00390	3919125	SSL_OB
SAOUHSC_A00379	S. aureus NCTC8325	SAOUHSC_A00379	3921678	SHP
SAOUHSC_00391	S. aureus NCTC8325	SAOUHSC_00391	3919126	SSL_OB
SAOUHSC_00392	S. aureus NCTC8325	SAOUHSC_00392	3919127	SSL_OB
SAOUHSC_00393	S. aureus NCTC8325	SAOUHSC_00393	3919128	SSL_OB
SAOUHSC_00394	S. aureus NCTC8325	SAOUHSC_00394	3919129	SSL_OB
SAOUHSC_00395	S. aureus NCTC8325	SAOUHSC_00395	3919130	SSL_OB
SAOUHSC_00396	S. aureus NCTC8325	SAOUHSC_00396	3919131	
SAOUHSC_00397	S. aureus NCTC8325	SAOUHSC_00397	3919132	N6_Mtase
SAOUHSC_00398	S. aureus NCTC8325	SAOUHSC_00398	3919133	Methylase_S
S123	S. aureus NCTC8325	S123		
S124	S. aureus NCTC8325	S124		
SAOUHSC_00399	S. aureus NCTC8325	SAOUHSC_00399	3919134	SSL_OB
SAOUHSC_00400	S. aureus NCTC8325	SAOUHSC_00400	3919135	YSIRK_signal
SAOUHSC_00401	S. aureus NCTC8325	SAOUHSC_00401	3919136	CompInhib_SCIN
SAOUHSC_00402	S. aureus NCTC8325	SAOUHSC_00402	3920561	DUF576
SAOUHSC_00404	S. aureus NCTC8325	SAOUHSC_00404	3920562	DUF576
S125	S. aureus NCTC8325	S125		
SAOUHSC_00405	S. aureus NCTC8325	SAOUHSC_00405	3920563	DUF576
SAOUHSC_00406	S. aureus NCTC8325	SAOUHSC_00406	3920564	Lipase_3
SAOUHSC_00407	S. aureus NCTC8325	SAOUHSC_00407	3920565	Herpes_U55
SAOUHSC_00408	S. aureus NCTC8325	SAOUHSC_00408	3920566	KMP11
S126	S. aureus NCTC8325	S126		
SAOUHSC_00409	S. aureus NCTC8325	SAOUHSC_00409	3920567	Herpes_US9
SAOUHSC_00410	S. aureus NCTC8325	SAOUHSC_00410	3920568	cobW
S127	S. aureus NCTC8325	S127		
S128	S. aureus NCTC8325	S128		
SAOUHSC_00411	S. aureus NCTC8325	SAOUHSC_00411	3920569	
S129	S. aureus NCTC8325	S129		
SAOUHSC_00411.1	S. aureus NCTC8325	psmα4		Psm4
SAOUHSC_00411.2	S. aureus NCTC8325	psmα3		
SAOUHSC_00411.3	S. aureus NCTC8325	psmα2		
SAOUHSC_00411.4	S. aureus NCTC8325	psmα1		Psm4
S131	S. aureus NCTC8325	S131		
SAOUHSC_00412	S. aureus NCTC8325	SAOUHSC_00412	3920570	Proton_antipo_M
SAOUHSC_00413	S. aureus NCTC8325	SAOUHSC_00413	3920571	DUF2309
S132	S. aureus NCTC8325	S132		
SAOUHSC_00414	S. aureus NCTC8325	SAOUHSC_00414	3920572	DUF2294
S133	S. aureus NCTC8325	S133		
S134	S. aureus NCTC8325	S134		
SAOUHSC_00415	S. aureus NCTC8325	SAOUHSC_00415	3920573	
SAOUHSC_00416	S. aureus NCTC8325	SAOUHSC_00416	3920574	PAP2
SAOUHSC_00417	S. aureus NCTC8325	SAOUHSC_00417	3920575	Hydrolase_4
SAOUHSC_00418	S. aureus NCTC8325	SAOUHSC_00418	3920576	
SAOUHSC_00420	S. aureus NCTC8325	SAOUHSC_00420	3920577	SNF
S135	S. aureus NCTC8325	S135		
SAOUHSC_00421	S. aureus NCTC8325	SAOUHSC_00421	3920578	PALP
SAOUHSC_00422	S. aureus NCTC8325	SAOUHSC_00422	3920579	Cys_Met_Meta_PP
SAOUHSC_00423	S. aureus NCTC8325	SAOUHSC_00423	3919097	ABC_tran
SAOUHSC_00424	S. aureus NCTC8325	SAOUHSC_00424	3919098	BPD_transp_1
SAOUHSC_00426	S. aureus NCTC8325	SAOUHSC_00426	3919099	Lipoprotein_9
S136	S. aureus NCTC8325	S136		
S137	S. aureus NCTC8325	S137		
S138	S. aureus NCTC8325	S138		
SAOUHSC_00427	S. aureus NCTC8325	SAOUHSC_00427	3919100	LysM
S139	S. aureus NCTC8325	S139		
SAOUHSC_00428	S. aureus NCTC8325	SAOUHSC_00428	3919101	
S140	S. aureus NCTC8325	S140		
SAOUHSC_00429	S. aureus NCTC8325	SAOUHSC_00429	3919102	NUDIX
SAOUHSC_00430	S. aureus NCTC8325	SAOUHSC_00430	3919103	Acetyltransf_1
SAOUHSC_00431	S. aureus NCTC8325	SAOUHSC_00431	3919104	YibE_F
SAOUHSC_00433	S. aureus NCTC8325	SAOUHSC_00433	3919105	YibE_F
SAOUHSC_00434	S. aureus NCTC8325	SAOUHSC_00434	3919106	HTH_1
SAOUHSC_00435	S. aureus NCTC8325	SAOUHSC_00435	3919107	Glu_synthase
SAOUHSC_00436	S. aureus NCTC8325	gltD	3919108	Pyr_redox_2
S141	S. aureus NCTC8325	S141		
SAOUHSC_T00048	S. aureus NCTC8325	SAOUHSC_T00048	3921037	
SAOUHSC_00437	S. aureus NCTC8325	SAOUHSC_00437	3919109	PTS_EIIC
SAOUHSC_00438	S. aureus NCTC8325	SAOUHSC_00438	3919110	Alpha-amylase
SAOUHSC_00439	S. aureus NCTC8325	SAOUHSC_00439	3919111	UTRA
S142	S. aureus NCTC8325	4.5S RNA		
SAOUHSC_00440	S. aureus NCTC8325	SAOUHSC_00440	3919112	
S143	S. aureus NCTC8325	S143		
SAOUHSC_00441	S. aureus NCTC8325	SAOUHSC_00441	3919113	Acetyltransf_9
S144	S. aureus NCTC8325	S144		
SAOUHSC_00442	S. aureus NCTC8325	SAOUHSC_00442	3919114	DNA_pol3_delta2
SAOUHSC_00444	S. aureus NCTC8325	SAOUHSC_00444	3919115	YbaB_DNA_bd
SAOUHSC_00445	S. aureus NCTC8325	recR	3919116	Toprim_4
S145	S. aureus NCTC8325	S145		
SAOUHSC_00446	S. aureus NCTC8325	SAOUHSC_00446	3920309	
S146	S. aureus NCTC8325	S146		
S147	S. aureus NCTC8325	S147		
SAOUHSC_R0001	S. aureus NCTC8325	SAOUHSC_R0001	3921501	
SAOUHSC_R0006	S. aureus NCTC8325	SAOUHSC_R0006	3921506	
SAOUHSC_R00011	S. aureus NCTC8325	SAOUHSC_R00011	3921511	
SAOUHSC_00450	S. aureus NCTC8325	SAOUHSC_00450	3920310	OKR_DC_1
SAOUHSC_00451	S. aureus NCTC8325	tmk	3920311	Thymidylate_kin
SAOUHSC_00452	S. aureus NCTC8325	SAOUHSC_00452	3920312	CdAMP_rec
S148	S. aureus NCTC8325	S148		
SAOUHSC_00453	S. aureus NCTC8325	SAOUHSC_00453	3920313	
SAOUHSC_00454	S. aureus NCTC8325	SAOUHSC_00454	3920314	DNA_pol3_delta2
SAOUHSC_00455	S. aureus NCTC8325	SAOUHSC_00455	3920315	PSP1
SAOUHSC_00456	S. aureus NCTC8325	SAOUHSC_00456	3920316	YabB
S149	S. aureus NCTC8325	S149		
SAOUHSC_00457	S. aureus NCTC8325	SAOUHSC_00457	3920317	MTS
SAOUHSC_00458	S. aureus NCTC8325	SAOUHSC_00458	3920318	GIY-YIG
SAOUHSC_00459	S. aureus NCTC8325	SAOUHSC_00459	3920319	TP_methylase
S150	S. aureus NCTC8325	S150		
SAOUHSC_00460	S. aureus NCTC8325	SAOUHSC_00460	3920320	
SAOUHSC_00461	S. aureus NCTC8325	SAOUHSC_00461	3920321	tRNA-synt_1g
SAOUHSC_00462	S. aureus NCTC8325	SAOUHSC_00462	3920322	TatD_DNase
S151	S. aureus NCTC8325	S151		
SAOUHSC_00463	S. aureus NCTC8325	SAOUHSC_00463	3920323	DUF4093
SAOUHSC_00464	S. aureus NCTC8325	ksgA	3920324	RrnaAD
S152	S. aureus NCTC8325	S152		
SAOUHSC_00465	S. aureus NCTC8325	SAOUHSC_00465	3920325	VEG
S153	S. aureus NCTC8325	S153		
SAOUHSC_00466	S. aureus NCTC8325	ipk	3920326	GHMP_kinases_C
SAOUHSC_00467	S. aureus NCTC8325	SAOUHSC_00467	3920327	PuR_N
SAOUHSC_00468	S. aureus NCTC8325	SAOUHSC_00468	3920328	Ribonuc_L-PSP
S154	S. aureus NCTC8325	S154		
SAOUHSC_00469	S. aureus NCTC8325	SAOUHSC_00469	3920329	SpoVG
S155	S. aureus NCTC8325	S155		
SAOUHSC_00470	S. aureus NCTC8325	SAOUHSC_00470	3920330	
SAOUHSC_00471	S. aureus NCTC8325	glmU	3920331	Hexapep
S156	S. aureus NCTC8325	S156		
SAOUHSC_00472	S. aureus NCTC8325	SAOUHSC_00472	3920332	Pribosyltran_N
S157	S. aureus NCTC8325	S157		
SAOUHSC_00473	S. aureus NCTC8325	SAOUHSC_00473	3920333	
SAOUHSC_00474	S. aureus NCTC8325	SAOUHSC_00474	3920334	Ribosomal_TL5_C
S158	S. aureus NCTC8325	S158		
SAOUHSC_00475	S. aureus NCTC8325	SAOUHSC_00475	3920335	Pept_tRNA_hydro
SAOUHSC_00477	S. aureus NCTC8325	SAOUHSC_00477	3920336	CarD_CdnL_TRCF
SAOUHSC_00479	S. aureus NCTC8325	SAOUHSC_00479	3920337	Polysacc_synt
SAOUHSC_00480	S. aureus NCTC8325	SAOUHSC_00480	3920338	MazG
SAOUHSC_00481	S. aureus NCTC8325	SAOUHSC_00481	3920339	S4
SAOUHSC_00482	S. aureus NCTC8325	SAOUHSC_00482	3920340	DivIC
SAOUHSC_00483	S. aureus NCTC8325	SAOUHSC_00483	3920341	S1
S159	S. aureus NCTC8325	S159		
SAOUHSC_00484	S. aureus NCTC8325	SAOUHSC_00484	3920342	ATP_bind_3
SAOUHSC_00485	S. aureus NCTC8325	SAOUHSC_00485	3920343	Pribosyltran
S160	S. aureus NCTC8325	S160		
S161	S. aureus NCTC8325	S161		
SAOUHSC_00486	S. aureus NCTC8325	SAOUHSC_00486	3920344	Peptidase_M41
S162	S. aureus NCTC8325	S162		
SAOUHSC_00487	S. aureus NCTC8325	hslO	3920345	HSP33
S163	S. aureus NCTC8325	S163		
SAOUHSC_00488	S. aureus NCTC8325	SAOUHSC_00488	3920346	PALP
SAOUHSC_00489	S. aureus NCTC8325	SAOUHSC_00489	3920347	Pterin_bind
SAOUHSC_00490	S. aureus NCTC8325	SAOUHSC_00490	3920406	FolB
SAOUHSC_00491	S. aureus NCTC8325	SAOUHSC_00491	3920407	HPPK
S164	S. aureus NCTC8325	S164		
SAOUHSC_00492	S. aureus NCTC8325	SAOUHSC_00492	3920408	
SAOUHSC_00493	S. aureus NCTC8325	lysS	3920409	tRNA-synt_2
S165	S. aureus NCTC8325	S165		
S166	S. aureus NCTC8325	S166		
S167	S. aureus NCTC8325	S167		
SAOUHSC_R00016	S. aureus NCTC8325	SAOUHSC_R00016	3921516	
SAOUHSC_T00059	S. aureus NCTC8325	SAOUHSC_T00059	3921067	
SAOUHSC_T00053	S. aureus NCTC8325	SAOUHSC_T00053	3921042	
SAOUHSC_T00035	S. aureus NCTC8325	SAOUHSC_T00035	3921161	
SAOUHSC_T00021	S. aureus NCTC8325	SAOUHSC_T00021	3921340	
SAOUHSC_T00030	S. aureus NCTC8325	SAOUHSC_T00030	3921156	
SAOUHSC_T0004	S. aureus NCTC8325	SAOUHSC_T0004	3921323	
SAOUHSC_T00044	S. aureus NCTC8325	SAOUHSC_T00044	3921033	
SAOUHSC_T0001	S. aureus NCTC8325	SAOUHSC_T0001	3921517	
SAOUHSC_R0002	S. aureus NCTC8325	SAOUHSC_R0002	3921502	
SAOUHSC_R0007	S. aureus NCTC8325	SAOUHSC_R0007	3921507	
SAOUHSC_R00012	S. aureus NCTC8325	SAOUHSC_R00012	3921512	
SAOUHSC_00497	S. aureus NCTC8325	SAOUHSC_00497	3920410	Aminotran_1_2
SAOUHSC_00499	S. aureus NCTC8325	SAOUHSC_00499	3920411	SOR_SNZ
SAOUHSC_00500	S. aureus NCTC8325	SAOUHSC_00500	3920412	SNO
SAOUHSC_00501	S. aureus NCTC8325	SAOUHSC_00501	3920413	Nucleos_tra2_C
S168	S. aureus NCTC8325	S168		
SAOUHSC_00502	S. aureus NCTC8325	SAOUHSC_00502	3920414	CtsR
S169	S. aureus NCTC8325	S169		
SAOUHSC_00503	S. aureus NCTC8325	SAOUHSC_00503	3920415	UVR
SAOUHSC_00504	S. aureus NCTC8325	SAOUHSC_00504	3920416	ATP-gua_Ptrans
SAOUHSC_00505	S. aureus NCTC8325	SAOUHSC_00505	3920417	AAA_2
SAOUHSC_00506	S. aureus NCTC8325	SAOUHSC_00506	3920418	
S170	S. aureus NCTC8325	S170		
S171	S. aureus NCTC8325	S171		
S172	S. aureus NCTC8325	S172		
SAOUHSC_00507	S. aureus NCTC8325	SAOUHSC_00507	3920419	AAA_25
SAOUHSC_00508	S. aureus NCTC8325	SAOUHSC_00508	3920420	TRAM
S173	S. aureus NCTC8325	S173		
S174	S. aureus NCTC8325	S174		
SAOUHSC_00509	S. aureus NCTC8325	gltX	3920421	tRNA-synt_1c
S175	S. aureus NCTC8325	S175		
S176	S. aureus NCTC8325	S176		
SAOUHSC_00510	S. aureus NCTC8325	SAOUHSC_00510	3920422	Hexapep
SAOUHSC_00511	S. aureus NCTC8325	cysS	3920423	tRNA-synt_1e
SAOUHSC_00512	S. aureus NCTC8325	SAOUHSC_00512	3920424	Ribonuclease_3
SAOUHSC_00513	S. aureus NCTC8325	SAOUHSC_00513	3920367	SpoU_methylase
SAOUHSC_00514	S. aureus NCTC8325	SAOUHSC_00514	3920368	NYN_YacP
S177	S. aureus NCTC8325	S177		
SAOUHSC_00515	S. aureus NCTC8325	SAOUHSC_00515	3920369	Sigma70_r2
S178	S. aureus NCTC8325	S178		
S179	S. aureus NCTC8325	S179		
SAOUHSC_00516	S. aureus NCTC8325	secE	3920370	SecE
SAOUHSC_00517	S. aureus NCTC8325	SAOUHSC_00517	3920371	NusG
S180	S. aureus NCTC8325	S180		
SAOUHSC_00518	S. aureus NCTC8325	rplK	3920372	Ribosomal_L11_N
S181	S. aureus NCTC8325	S181		
SAOUHSC_00519	S. aureus NCTC8325	rplA	3920373	Ribosomal_L1
S182	S. aureus NCTC8325	S182		
S183	S. aureus NCTC8325	S183		
SAOUHSC_00520	S. aureus NCTC8325	rplJ	3920374	Ribosomal_L10
SAOUHSC_00521	S. aureus NCTC8325	rplL	3920375	Ribosomal_L12
S184	S. aureus NCTC8325	S184		
SAOUHSC_00523	S. aureus NCTC8325	SAOUHSC_00523	3920376	MTS
S185	S. aureus NCTC8325	S185		
SAOUHSC_00524	S. aureus NCTC8325	rpoB	3920377	RNA_pol_Rpb2_6
S186	S. aureus NCTC8325	S186		
SAOUHSC_00525	S. aureus NCTC8325	SAOUHSC_00525	3920378	RNA_pol_Rpb1_1
SAOUHSC_00526	S. aureus NCTC8325	SAOUHSC_00526	3920379	Ribosomal_L7Ae
S187	S. aureus NCTC8325	S187		
SAOUHSC_00527	S. aureus NCTC8325	rpsL	3920380	Ribosom_S12_S23
SAOUHSC_00528	S. aureus NCTC8325	SAOUHSC_00528	3920381	Ribosomal_S7
S188	S. aureus NCTC8325	S188		
SAOUHSC_00529	S. aureus NCTC8325	SAOUHSC_00529	3920382	GTP_EFTU
S189	S. aureus NCTC8325	S189		
SAOUHSC_00530	S. aureus NCTC8325	SAOUHSC_00530	3920383	GTP_EFTU
S190	S. aureus NCTC8325	S190		
SAOUHSC_00531	S. aureus NCTC8325	SAOUHSC_00531	3920384	Peptidase_M20
SAOUHSC_00532	S. aureus NCTC8325	SAOUHSC_00532	3920385	Aminotran_1_2
SAOUHSC_00533	S. aureus NCTC8325	SAOUHSC_00533	3920386	DJ-1_PfpI
SAOUHSC_00534	S. aureus NCTC8325	SAOUHSC_00534	3920814	FGGY_C
S191	S. aureus NCTC8325	S191		
SAOUHSC_00535	S. aureus NCTC8325	SAOUHSC_00535	3920815	Epimerase
S192	S. aureus NCTC8325	S192		
S193	S. aureus NCTC8325	S193		
SAOUHSC_00536	S. aureus NCTC8325	SAOUHSC_00536	3920816	Aminotran_4
SAOUHSC_00537	S. aureus NCTC8325	SAOUHSC_00537	3920817	
S194	S. aureus NCTC8325	S194		
SAOUHSC_00538	S. aureus NCTC8325	SAOUHSC_00538	3920818	HAD_2
SAOUHSC_00539	S. aureus NCTC8325	SAOUHSC_00539	3920819	dNK
SAOUHSC_00540	S. aureus NCTC8325	SAOUHSC_00540	3920820	dNK
S195	S. aureus NCTC8325	S195		
SAOUHSC_00541	S. aureus NCTC8325	SAOUHSC_00541	3920821	MafB19-deam
S196	S. aureus NCTC8325	S196		
SAOUHSC_00542	S. aureus NCTC8325	SAOUHSC_00542	3920822	Hydrolase_3
SAOUHSC_00543	S. aureus NCTC8325	SAOUHSC_00543	3920823	FMN_red
SAOUHSC_A00526	S. aureus NCTC8325	SAOUHSC_A00526	3921679	
SAOUHSC_00544	S. aureus NCTC8325	SAOUHSC_00544	3920824	SdrD_B
S197	S. aureus NCTC8325	S197		
SAOUHSC_00545	S. aureus NCTC8325	SAOUHSC_00545	3920825	SdrD_B
SAOUHSC_00547	S. aureus NCTC8325	SAOUHSC_00547	3920826	Glycos_transf_1
SAOUHSC_00548	S. aureus NCTC8325	SAOUHSC_00548	3920827	Glycos_transf_1
SAOUHSC_00549	S. aureus NCTC8325	SAOUHSC_00549	3920828	GCHY-1
SAOUHSC_00550	S. aureus NCTC8325	SAOUHSC_00550	3920829	PIG-L
SAOUHSC_00551	S. aureus NCTC8325	SAOUHSC_00551	3920830	DUF1806
SAOUHSC_00552	S. aureus NCTC8325	SAOUHSC_00552	3920831	Glucosamine_iso
SAOUHSC_00553	S. aureus NCTC8325	SAOUHSC_00553	3920832	OMPdecase
SAOUHSC_00554	S. aureus NCTC8325	SAOUHSC_00554	3920599	SIS
SAOUHSC_00555	S. aureus NCTC8325	SAOUHSC_00555	3920600	HAD_2
S198	S. aureus NCTC8325	S198		
S199	S. aureus NCTC8325	S199		
S200	S. aureus NCTC8325	S200		
SAOUHSC_00556	S. aureus NCTC8325	SAOUHSC_00556	3920601	MFS_1
S201	S. aureus NCTC8325	RsaO1		
SAOUHSC_00557	S. aureus NCTC8325	SAOUHSC_00557	3920602	AMP-binding
